ID,Gender,Age,Height,Weight,Body Shape,bkgApose,nobkgApose,bkgStandardPose,nobkgStandardPose,bkgTpose,nobkgTpose,bkgFreePose,nobkgFreePose,MidNeckCircumference,NeckCircumference1,ShoulderWidth,SleeveCircumference,ArmLength-1,BicepsCircumference,WristCircumference,BreastCircumference,UpperBreastCircumference,LowerBreastCircumference,WaistCircumference1,AbodomenCircumference,CoxaCircumference,HipCircumference,ThighCircumference,CalfCircumference,LegLength-1,FrontNeck2HipLength-1,BackNeck2HipLength-1,NeckCircumference-2,ArmLength-2,WaistCircumference-2,LegLength-2,FrontNeck2HipLength-2,BackNeck2HipLength-2,HeightOfChest,DistanceOfChest,NapeToWaist,Knee circumference,WidthOfBack,Coxa2HipBottom,UpperHipCircumference
86,female,40,160.5,73.9,rectangle,2246-0107_6.png,008-0107_6.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,43,48,53,32,17,105.5,100,93,89,97,99.5,104,56,39,88,68,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
87,female,41,160,62.75,triangle,2247-0108_2.png,009-0108_2.png,NaN,NaN,NaN,NaN,NaN,NaN,35,38,45,44,50,33,16.5,93,90,85,81,86,92,102,60,38.5,93,63,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
88,female,34,148.5,53.9,inverted triangle,2248-0109_3.png,010-0109_3.png,NaN,NaN,NaN,NaN,NaN,NaN,35,41,44,42.5,47,28,17,97,88,86,80,86,90,92,57,34,90,58,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
89,female,49,159,49.3,triangle,2249-0110_2.png,011-0110_2.png,NaN,NaN,NaN,NaN,NaN,NaN,32,37,37.5,51,52,28,15,84,83,76,72,85,92,90,47,35,92,61,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
90,female,51,161,68.65,rectangle,2250-0111_3.png,012-0111_3.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,38,45,54,52,32,20,103,98,98,90.5,94,100,102,62,39.5,93,64,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91,female,29,161,53.6,rectangle,2251-0112_2.png,013-0112_2.png,NaN,NaN,NaN,NaN,NaN,NaN,36,39.5,40.5,52.5,51,33,15,92,91,90,85,86,92,94,53.5,34.5,93,61,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
92,female,47,146,43.5,rectangle,2252-0113_1.png,014-0113_1.png,NaN,NaN,NaN,NaN,NaN,NaN,29,36,36,41,54.5,24.2,17,81,81,71.8,71,73,79.8,83,46,31.5,90.5,54,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
93,female,40,157,65,triangle,2253-0114_1.jpg,015-0114_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,38,44,49,48,33,19.5,91,89,86,83,92,99,101,59,38.5,89,62,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
94,female,45,165.5,59.4,triangle,2254-0115_1.png,016-0115_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,38,44.5,47,52,31.5,16.5,91,87,85,76,85,92,96,57,35,98.5,63,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
95,female,38,152,42.9,inverted triangle,2255-0116_1.png,017-0116_1.png,NaN,NaN,NaN,NaN,NaN,NaN,29,35.8,39,37.5,53.2,23.1,14.6,85,82.2,74.5,68,73,78.5,80.5,45.5,33,90.5,63.5,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
96,female,49,161,65,rectangle,2256-0117_1.png,018-0117_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,38,40.5,47,56.5,30,16.5,100,96.5,87,87.5,92.5,99.5,102,55.5,37,97,66,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
97,female,43,157.5,58.7,rectangle,2257-0118_2.png,019-0118_2.png,NaN,NaN,NaN,NaN,NaN,NaN,32.5,36,40.5,44.5,51,29,16.5,92,89,80,79.5,85.5,98.5,95,49,34,93,69,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
98,male,43,165,58.6,NaN,2258-0119_1.png,020-0119_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36,42,47,47,53,28,18,84,88,NaN,81,84,92,93,51,37,95,62,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
99,female,35,164.5,65.7,rectangle,2259-0120_2.png,021-0120_2.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,41,50,53,31,16,102,101,90,87.5,96,101,104,57.5,35,95,67,62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
100,female,47,151.5,50.8,triangle,2260-0121_2.png,022-0121_2.png,NaN,NaN,NaN,NaN,NaN,NaN,30.5,35,40,44.5,49.5,28,15,82,83.6,72.2,74.5,83.2,91,91.5,46.5,34,86.5,58.5,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
101,female,44,153,57.3,triangle,2261-0122_1.png,023-0122_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35.2,39,41.5,43.5,53.2,28.7,15,88,89,80,81,86,93.2,96,55,32.6,88.2,56,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
102,female,47,156,47.6,rectangle,2262-0123_1.png,024-0123_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,40,40.5,46,48,26,17,90,88,84,76.5,86,91,89,51,37,90,55,51,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
103,female,49,157,67.9,rectangle,2263-0124_2.png,025-0124_2.png,NaN,NaN,NaN,NaN,NaN,NaN,49,36,44,42,51,31,18,102,93,95.5,87,90,101,104,63,41,95,65,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
104,female,47,170,54.7,rectangle,2264-0125_2.png,026-0125_2.png,NaN,NaN,NaN,NaN,NaN,NaN,38,32,42,44,52,28,15,89,84,82,75,77,88,91,52,36,100,53,49,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
105,female,41,158.5,78.9,triangle,2265-0126_3.png,027-0126_3.png,NaN,NaN,NaN,NaN,NaN,NaN,46,38,46,52,53,32,19,109,98,102,99,108,114,118,63,39,96,69,64,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
106,female,48,155.5,55.75,triangle,2266-0127_1.png,028-0127_1.png,NaN,NaN,NaN,NaN,NaN,NaN,31.5,36.5,42,46.5,51.5,28,15.5,87.2,87.4,79,82.6,88,91.5,93.5,52,36,88.8,60.5,60.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
107,female,45,152,70.7,triangle,2267-0128_1.png,029-0128_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,45.5,45.5,53.2,51.2,34.6,16.8,102.4,95.6,88.4,89.4,91,99.8,108.4,61,41.5,87.8,64.5,59.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
108,female,47,146.5,58.2,rectangle,2268-0129_1.png,030-0129_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,38,45,49,46,32,18,100,94.5,94.5,87,92,90,98,58,38,85,63,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
109,female,47,154.5,61.3,rectangle,2269-0130_1.png,031-0130_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34.5,36.5,43,47,53.5,31,15.5,97,94.3,89,87,92,95.5,93,50.6,37,89,67.5,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
110,female,47,162.5,67.5,triangle,2270-0131_1.png,032-0131_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,37.6,40.5,49,53.5,30.5,16,95,92.5,84.8,87.6,92.5,100.5,103.4,53,36.5,95.5,64.8,61.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
111,female,50,150.5,54.7,inverted triangle,2271-0132_1.png,033-0132_1.png,NaN,NaN,NaN,NaN,NaN,NaN,42,34,42,47.5,50,29.5,18,97,86,89,81,89.5,92,89,54,35,91,58,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
112,female,49,154,47.7,rectangle,2272-0133_1.png,034-0133_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,35,42,45.5,50,27.5,16.5,85,82,84,76,78,88,86.5,49,32,90,63,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
113,female,48,162,62.5,rectangle,2273-0135_2.png,035-0135_2.png,NaN,NaN,NaN,NaN,NaN,NaN,32,38,41,46,57,31.5,16,95,89,86,81.5,88.6,97.5,98,52,37,94.5,68,62.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
114,female,44,163.5,53.15,triangle,2274-0136_1.png,036-0136_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,34,42.5,46.5,53.2,29.2,15,82.5,82,75,70,83.2,87,88,47.5,34,92.5,64,65.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
115,female,43,154,65.35,triangle,2275-0138_3.png,038-0138_3.png,NaN,NaN,NaN,NaN,NaN,NaN,35.5,39.5,41,52,50.5,31.5,16.5,93.5,91.5,84,83,91.5,95,101.3,59,37.5,89.5,64,62.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
116,female,47,154,52,rectangle,2276-0140_2.png,039-0140_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,41,46,50,26.5,16,90,86.5,80,76,81,87,92,53,33,94,61,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
117,female,46,161,86.5,inverted triangle,2277-0141_1.png,040-0141_1.png,NaN,NaN,NaN,NaN,NaN,NaN,39,42,45,53,52,37,19.5,116,106,105,102,108,108.5,108,61,43,91,70,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
118,female,46,157.5,48.2,rectangle,2278-0142_1.png,041-0142_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,36,41,44,51.5,24,14.5,83.5,82.5,69.5,69,72.5,82,85.5,45.5,31,82.2,65,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
119,male,53,168.5,63.5,NaN,2279-0143_1.png,042-0143_1.png,NaN,NaN,NaN,NaN,NaN,NaN,36.5,44.8,44,60,59,29,16.3,94.2,98,NaN,92,91,94.2,91,50,33,97.2,66.5,65.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
120,male,32,168,64.4,NaN,2280-0144_3.png,043-0144_3.png,NaN,NaN,NaN,NaN,NaN,NaN,38,43,44.5,51,55,29.5,16,86,90,NaN,82.5,86,89,94,50,38,94.5,70,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
121,female,43,151,54.9,rectangle,2281-0145_2.png,044-0145_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33.5,38,42.5,45,47,31,18,92,89.5,88,75,80,85,95,58,37.5,86,60,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
122,female,45,151,51,triangle,2282-0146_2.png,045-0146_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,40,39,43,49,29,18,87,84,85.5,75.5,81,90,92.5,52,36.5,89,53,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
123,female,48,155.5,52.5,rectangle,2283-0147_1.png,046-0147_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,39,43.5,44,50,28,17,89,88,84.5,79,85,92,93,52,34.5,96,61,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
124,female,48,156,47.5,triangle,2284-0148_2.png,047-0148_2.png,NaN,NaN,NaN,NaN,NaN,NaN,31,35.3,38.5,37.8,53.7,23.5,16,83.7,80.7,74.5,69.5,74.8,85.5,89,47.5,30.5,92.4,62,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
125,male,53,178.5,86.6,NaN,2285-0149_3.png,048-0149_3.png,NaN,NaN,NaN,NaN,NaN,NaN,44,47,47,56.6,60.5,34.5,18,101.2,102.8,NaN,98.2,100.7,101,97.2,53.8,41,98,71,73,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
126,male,54,171,70.3,NaN,2286-0150_3.png,049-0150_3.png,NaN,NaN,NaN,NaN,NaN,NaN,36,40.5,44,51.5,54.5,31,17,97,99,NaN,89,94.5,94.5,96,50,37,98,72,68,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
127,female,43,161.5,64.7,triangle,2287-0151_1.png,050-0151_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,44,55,52,31,17,94,96,85,84,93,101,100,58,39,92,63,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
128,female,47,161.5,76.8,rectangle,2288-0152_1.png,051-0152_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37.2,41.5,46.5,49,51.5,31,16,107,108.5,94,96,97,107,106,59,39,94.5,71,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
129,male,43,169,74.2,NaN,2289-0153_2.png,052-0153_2.png,NaN,NaN,NaN,NaN,NaN,NaN,40.5,43,46,53,58,34,17,101,101.5,NaN,93,97,91.5,99,57.5,39,98,70.5,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
130,female,46,157,63,triangle,2290-0154_1.jpg,053-0154_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,35,39.5,45.5,52.5,31.6,15.5,93,89.8,82.5,80.5,85,92.8,104,57,38.2,91,61,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
131,male,38,173,55.1,NaN,2291-0155_1.jpg,054-0155_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,46,43,57,24,16,83,84,NaN,75,76,86.5,89,50,35,100,61,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132,male,41,162,67.6,NaN,2292-0156_1.jpg,055-0156_1.png,NaN,NaN,NaN,NaN,NaN,NaN,41,43,45,49,52,31,18.5,97,98,NaN,94,98,97,98,53.5,37,89.5,62,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133,female,32,159,49.7,rectangle,2293-0157_1.jpg,056-0157_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33.5,38.5,41,42,49,24,15,89,87,80,76,79,85,89,52,31,90,60,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
134,female,37,165,57.3,rectangle,2294-0159_1.jpg,057-0159_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,37,42,48,54,28,17,93,87,87,77,86,94,97,57,35.5,96,61,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
135,female,44,154,49.7,triangle,2295-0160_1.jpg,058-0160_1.png,NaN,NaN,NaN,NaN,NaN,NaN,30,35,43,43,50,27,17,84,85,74,74,82,87,93,52,33,87,64,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
136,female,46,154.7,52.1,rectangle,2296-0161_1.jpg,059-0161_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,40,42,48,48,28,16,92,91,89,83.5,84,91,92,52,34,87.5,62,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
137,female,47,160.5,57.5,rectangle,2297-0162_1.jpg,060-0162_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,36,42,44,53,27,16,92.5,91,84,79,89,98,95,52,37,91,63,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138,female,47,155.5,53,rectangle,2298-0163_1.jpg,061-0163_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,35,40,41,48,28,16,92,87,84,75.5,80,86,93,52.5,35,93,62,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
139,female,46,149.5,53.3,rectangle,2299-0164_1.jpg,062-0164_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,37,44,48,49,30,17,94,90,89,78,82,85,92,54,35,85,59,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
140,female,49,150,50.9,rectangle,2300-0165_1.jpg,063-0165_1.png,NaN,NaN,NaN,NaN,NaN,NaN,30.5,33,39,47,47.5,29,18,88.5,85,79,73,80,88,91.5,58,35.5,89,56,50,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
141,female,49,153,65.6,rectangle,2301-0166_1.jpg,064-0166_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,39,46,52,49,34,18.5,101,98,91,90,94,100,104,56,39,86,65,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
142,female,32,156,61.5,triangle,2302-0167_1.jpg,065-0167_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,39,43.5,48,51,32,15.5,95.5,96,84.5,84,91,102,101,53,37,89,64,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
143,female,38,152,41.6,hourglass,2303-0168_1.jpg,066-0168_1.png,NaN,NaN,NaN,NaN,NaN,NaN,29,36,37,39,48,24,16,81,78,73.5,64,72,82.5,87,55,33,87,59,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
144,female,48,150,48,rectangle,2304-0169_1.jpg,067-0169_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,40,41,44.5,47.5,26,17,89,84,83,76,79,88,92,51,34,81,59,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
145,female,49,155,56.5,triangle,2305-0170_1.jpg,068-0170_1.png,NaN,NaN,NaN,NaN,NaN,NaN,30,32,42,43,50,27,15,90,91,78,77,82,95,99,52.5,38,91,64,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
146,female,44,161,62.9,rectangle,2306-0171_1.jpg,069-0171_1.png,NaN,NaN,NaN,NaN,NaN,NaN,38,39,44,44,52,29,17.5,100,89.5,92,81,85,95,101,61,36.5,96,61,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147,female,43,166.5,74.1,inverted triangle,2307-0172_1.jpg,070-0172_1.png,NaN,NaN,NaN,NaN,NaN,NaN,39.5,43,47,52,53,30,18,108,101,97,100,99,99,97,55,38,97,68,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
148,female,49,153,48.3,rectangle,2308-0173_1.jpg,071-0173_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,36,41,45,48,26,16.5,90,88,87,79,80,86,92,51,32.5,87,59,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
149,female,44,150,63.7,rectangle,2309-0174_1.jpg,072-0174_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,40,45,45,49,31,17,100,97,87,87,92,100,100,54,39,88,61,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
150,female,45,158,50.1,rectangle,2310-0175_1.jpg,073-0175_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,38,44,38.5,49.5,25.5,14.3,86.5,85,74.5,71.5,78.7,86,89,47.5,35.5,89.5,60.5,58.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
151,female,45,158,45.3,rectangle,2311-0176_1.jpg,074-0176_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,35,39.5,38.5,50,24.5,14.8,82,81.5,70.8,67,68.5,78.8,84.6,48,34.3,92.5,64,59.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
152,female,46,155,60.7,rectangle,2312-0177_1.jpg,075-0177_1.png,NaN,NaN,NaN,NaN,NaN,NaN,35,38,46,46.5,51,30,16.5,94,87,85,88,85,101,97,50,37,96,61,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
153,female,49,155,53.3,triangle,2313-0178_1.jpg,076-0178_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,37,39.5,46.8,52,29,15.5,93,89.5,80.5,79,82.5,92.3,98,56.8,38.7,89,64,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
154,female,47,148,55.5,rectangle,2314-0180_1.jpg,077-0180_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,37,38,45,48,29,15,100,98,90,91,97,96,98,48.5,34,83,57,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
155,female,50,161,63.1,rectangle,2315-0182_1.jpg,078-0182_1.png,NaN,NaN,NaN,NaN,NaN,NaN,34,38,45.5,50,54,31,19,94,95,88,87,94,99,95,51.5,36.5,94,68,63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
156,female,44,152,47.9,rectangle,2316-0183_1.jpg,079-0183_1.png,NaN,NaN,NaN,NaN,NaN,NaN,33,36,42,41.5,49,27,15,83,81,74,74,82,83,87,47,35,89,60,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
157,female,40,152,48.2,triangle,2317-0184_1.jpg,080-0184_1.png,NaN,NaN,NaN,NaN,NaN,NaN,31,41,41,49,50,28,16,84,85,77,75,87,92,89,45,36,89,61,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
158,female,44,151,51.5,inverted triangle,2318-0185_1.jpg,081-0185_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,41,40,41,48,29,18,96,89.5,89,79.5,86,90,89,55,34,84,56,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,female,43,164,57.9,rectangle,2319-0186_1.jpg,082-0186_1.png,NaN,NaN,NaN,NaN,NaN,NaN,31,35,42,47,54,30,19,93,91,81,77,85,95,95.5,53,37,96,65,61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
160,female,41,155,53.6,triangle,2320-0187_1.jpg,083-0187_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32.5,36,42,45,53,30.5,15,87,86,77,75,79,90,97,54,35,92,58,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
161,female,48,160,43.5,triangle,2321-0188_1.jpg,084-0188_1.png,NaN,NaN,NaN,NaN,NaN,NaN,29,33,38.5,39,52.5,25.5,14.5,82.5,81,74,71,83,91.5,89,45,31,92.5,63,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
162,female,42,158,53.4,rectangle,2322-0189_1.jpg,085-0189_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,35,42,42,49,30,19,95,92,89,78,81,91,92,56,34,93,61,58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
163,female,28,154,73.7,triangle,2323-0190_1.jpg,086-0190_1.png,NaN,NaN,NaN,NaN,NaN,NaN,37,40.5,44,50.5,52.5,32.3,17,102,99,88.5,88.5,97,116,111.5,63.5,39,88.5,61.5,55.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
164,female,30,165,103.6,rectangle,2324-0191_1.jpg,087-0191_1.png,NaN,NaN,NaN,NaN,NaN,NaN,43,47,48,53,50,39,18,129,113,126,116,124,126,124.5,67,41,92.5,68,60,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
165,female,32,158,52.7,triangle,2325-0192_1.jpg,088-0192_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,35,36,48,53,26,15,89,90,80.5,73,76,86,95,53,39,94,60,56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
166,female,45,158,54.25,rectangle,2326-0194_2.png,089-0194_2.png,NaN,NaN,NaN,NaN,NaN,NaN,32,36,39,40,54,26,14.5,90,88,77,75,84,87,94,49,35,90,65,57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
167,female,44,152,50.55,rectangle,2327-0195_2.png,090-0195_2.png,NaN,NaN,NaN,NaN,NaN,NaN,33,36,45,46,49,30,16,95,92,88,80,86,95,96,52,35,91,56,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
168,female,42,158,54.85,rectangle,2328-0197_1.png,091-0197_1.png,NaN,NaN,NaN,NaN,NaN,NaN,32,36,42,49,51,30,17,93,92,88,77,80,91,96,59,37,94,63,59,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
169,female,49,156.5,44.8,rectangle,2329-0198_3.png,092-0198_3.png,NaN,NaN,NaN,NaN,NaN,NaN,29,33,41,43,49,26,14.5,88,86,82,72,75,86,86,50,34,93,59,54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
170,female,45,151.5,61.55,rectangle,2330-0200_2.png,093-0200_2.png,NaN,NaN,NaN,NaN,NaN,NaN,36,39.5,43,46,48,29.5,15,100,100,88,87,95,99,96,56,38,86,61,55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
